"","id","id.1","headline","google","deepl","gold","dutch_lemmas","google_lemmas","deepl_lemmas","nrc_postive_nl","nrc_negative_nl","nrc_fear_nl","nrc_trust_nl","nrc_postive_google","nrc_negative_google","nrc_fear_google","nrc_trust_google","nrc_postive_deepl","nrc_negative_deepl","nrc_fear_deepl","nrc_trust_deepl","db_hope_nl","db_fear_nl","db_hope_google","db_fear_google","db_hope_deepl","db_fear_deepl","LMD_negative_google","LMD_positive_google","LMD_uncertainty_google","LMD_littigious_google","LMD_constraining_google","LMD_superfluous_google","LMD_interesting_google","LMD_modelwordsstrong_google","LMD_negativedeepl_","LMD_positive_deepl","LMD_uncertainty_deepl","LMD_littigious_deepl","LMD_constraining_deepl","LMD_superfluous_deepl","LMD_interesting_deepl","LMD_modelwordsstrong_deepl","AFINN_negative_google","AFINN_positive_google","AFINN_negative_deepl","AFINN_positive_deepl","HuLiu_negative_google","HuLiu_positive_google","HuLiu_negative_deepl","HuLiu_positive_deepl","LSD_negative_google","LSD_positive_google","LSD_negative_deepl","LSD_positive_deepl","geninq_positive_google","geninq_negative_google","geninq_deepl_positive","geninq_deepl_negative","rid_positiveaffect_google","rid_anxiety_google","rid_sadness_google","rid_glory_google","rid_positiveaffect_deepl","rid_anxiety_deepl","rid_sadness_deepl","rid_glory_deepl"
"164",164,150290181,"Verdraagt ons land protest der armen?","Does our country endure protest from the poor?","Does our country tolerate protest from the poor?",-1,"verdraagt ons land protest de arm ?","do we country endure protest from the poor ?","do we country tolerate protest from the poor ?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,2,0,2,1,0,2,1,2,0,0,0,0,0,0,0,0
"165",165,150291453,"Partijen doen beloften alsof crisis er nooit is geweest","Parties make promises as if there was never a crisis","Parties make promises as if there has never been a crisis",1,"partij doen beloften alsof crisis er nooit zijn zijn","party make promise as if there be never a crisis","party make promise as if there have never be a crisis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,2,2,2,2,0,1,0,0,0,1,0,0
"166",166,150291524,"In 2030 geen import energie meer door VS","In 2030, no more import energy from the US","In 2030 no more import of energy by the U.S.",0,"in 2030 geen import energie veel door VS","in 2030 , no more import energy from the US","in 2030 no more import of energy by the U.S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"167",167,150291795,"Aandelenbezit risico voor lagere overheden","Share ownership risk for local authorities","Equity ownership risk for local governments",-1,"Aandelenbezit risico voor laag overheid","share ownership risk for local authority","equity ownership risk for local government",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,1,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"168",168,150292252,"Staking tegen privatisering","Strike against privatization","Strike against privatisation",-1,"staking tegen privatisering","strike against privatization","strike against privatisation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0
"169",169,150292674,"Er is hulp onderweg voor het mkb","There is help on the way for SMEs","Theres help on the way for the SME",1,"er zijn hulp onderweg voor het mkb","there be help on the way for SMEs","Ther help on the way for the Sme",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"170",170,150292968,"Geldinjectie van ECB is ook psychologische aanjager","Money injection from ECB is also a psychological driver","Money injection from ECB is also psychological driver",1,"Geldinjectie van ECB zijn ook psychologisch aanjager","money injection from ECB be also a psychological driver","money injection from ECB be also psychological driver",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171",171,150759520,"Help, waar zijn al die banen?","Help, waar zijn al die banen?","Help, where are all these jobs?",-1,"Help , waar zijn al die ban ?","help , waar zijn al die banen ?","help , where be all these job ?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"172",172,150759764,"Pon koopt in VS fietsfabrikant","Pon buys bicycle manufacturer in the USA","Pon buys in US bike manufacturer",0,"Pon kopen in VS fietsfabrikant","pon buy bicycle manufacturer in the USA","Pon buy in US bike manufacturer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"173",173,150760005,"Geen loonoffer, wel 400 banen weg bij V&D","No pay offer, but 400 jobs away at V&D","No wage sacrifice, as many as 400 jobs away from V&D",-1,"geen loonoffer , wel 400 ban weg bij V&D","no pay offer , but 400 job away at V&D","no wage sacrifice , as many as 400 job away from V&D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0
"174",174,150761251,"Arbeidsverhoudingen Zzp-aftrek verdeelt vakbonden ; Economie Kort","Labor relations Self-employed tax relief divides trade unions; Economy Short","Labour relations Zzp-deduction divides trade unions ; Economy Short",0,"Arbeidsverhouding Zzp-aftrek verdelen vakbond ; economie kort","Labor relation self - employ tax relief divide trade union ; economy short","Labour relation Zzp - deduction divide 's trade union ; economy Short",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,3,0,2,1,0,0,0,0,0,0,0
"175",175,150761497,"Griekse beurs ook dicht","Griekse beurs ook dicht","Greek stock market also closed",-1,"Grieks beurs ook dicht","Griekse beur ook dicht","greek stock market also close",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"176",176,150761515,"EU-geld voor werkloosheid","EU money for unemployment","EU money for unemployment",0,"EU-geld voor werkloosheid","EU money for unemployment","EU money for unemployment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177",177,163450725,"Huurders en corporaties positief over plan Blok","Tenants and corporations positive about the Blok plan","Tenants and housing corporations positive about Blok plan",1,"Huurder en corporatie positief over plan Blok","tenant and corporation positive about the Blok plan","tenant and housing corporation positive about Blok plan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"178",178,163464792,"Met nee houden we onze waardigheid","With no we keep our dignity","No, we keep our dignity.",0,"met nee houden we ons waardigheid","with no we keep we dignity","no , we keep we dignity .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"179",179,163464805,"Drie jaar WW staat in de wet, maar blijkt een dood recht","Three years of unemployment benefit is in law, but turns out to be a dead right","Three years WW is in the law, but turns out to be a dead right",0,"drie jaar Ww staan in de wet , maar blijken een dood recht","three year of unemployment benefit be in law , but turn out to be a dead right","three year WW be in the law , but turn out to be a dead right",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,2,1,1,1,1,2,1,1,3,2,2,2,0,0,0,0,0,0,0,0
"180",180,163500016,"Minder ontslagbescherming en lagere WW moeten oudere aan werk krijgen","Less dismissal protection and lower unemployment benefits should get older people to work","Less protection against dismissal and lower unemployment rates should get older people into work",0,"weinig ontslagbescherming en laag WW moeten oud aan werk krijgen","less dismissal protection and lower unemployment benefit should get older people to work","less protection against dismissal and lower unemployment rate should get older people into work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,3,0,2,0,1,2,2,1,2,2,1,3,0,0,0,0,0,0,0,0
"181",181,163500101,"Huizenprijzen stijgen weer na verlies Labour","House prices rise again after Labor loss","House prices rise again after loss Labour",0,"Huizenprijzen stijgen weer na verlies Labour","House price rise again after Labor loss","House price rise again after loss Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"182",182,164107492,"Regels over ontslag worden eenvoudiger","Rules about dismissal become easier","Rules on dismissal become simpler",0,"regel over ontslag worden eenvoudiger","rule about dismissal become easier","rule on dismissal become simpler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"183",183,164107570,"Niet slecht, gewoon arm","Not bad, just poor","Not bad, just poor",-1,"niet slecht , gewoon arm","not bad , just poor","not bad , just poor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,2,0,2,0,1,2,1,2,0,0,0,0,0,0,0,0
"184",184,164107833,"V&D : akkoord met een zwart randje","V&D: agree with a black edge","V&D : agreement with a black border",0,"V&D : akkoord met een zwart rand","V&d : agree with a black edge","V&d : agreement with a black border",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"185",185,11745,"Cyprus heft laatste restricties op na crisis","Cyprus lifts final restrictions after crisis","Cyprus removes latest restrictions after crisis",1,"Cyprus hbben laat restrictie op na crisis","Cyprus lift final restriction after crisis","Cyprus remove latest restriction after crisis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,2,0,2,2,0,2,0,0,2,0,2,0,1,0,0,0,1,0,0
"186",186,12255,"TSN Thuiszorg vreest honderden gedwongen ontslagen","TSN Thuiszorg fears hundreds of redundancies","TSN Homecare fears hundreds of redundancies",-1,"TSN Thuiszorg vrezen honderden dwingen ontslaan","TSN Thuiszorg fear hundred of redundancy","Tsn Homecare fear hundred of redundancy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,2,0,2,0,0,2,0,2,0,1,0,0,0,1,0,0
"187",187,12727,"Economie groeit met 0,4 procent","Economy is growing by 0.4 percent","Economy grows by 0.4 percent",1,"economie groeien met 0,4 procent","economy be grow by 0.4 percent","economy grow by 0.4 percent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188",188,13623,"Rabobank verhoogt hypotheekrente","Rabobank raises mortgage rates","Rabobank increases mortgage interest rates",0,"Rabobank verhooggen hypotheekrente","Rabobank raise mortgage rate","Rabobank increase mortgage interest rate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"189",189,13921,"Familiebedrijf is niet uit op snelle winst","Family business is not after fast profit","Family business is not about quick profits.",0,"familiebedrijf zijn niet uit op snel winst","family business be not after fast profit","family business be not about quick profit .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"190",190,14315,"PvdA, D66: verder praten; PVV: nu Grexit","PvdA, D66: talk further; PVV: now Grexit","PvdA, D66: talking more; PVV: now Grexit",0,"PvdA , D66 : ver praat ; PVV : nu Grexit","Pvda , D66 : talk further ; Pvv : now Grexit","Pvda , D66 : talk more ; PVV : now Grexit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191",191,15479,"Eurolanden eens over conceptakkoord Griekenland ","Euro countries agree on draft agreement in Greece","Eurocountries agree on a draft agreement with Greece.",1,"Eurolanden eens over conceptakkoord Griekenland","Euro country agree on draft agreement in Greece","Eurocountries agree on a draft agreement with Greece .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
"192",192,16435,"Dijsselbloem wil nog niet zeggen wanneer ABN wel naar beurs kan","Dijsselbloem does not yet say when ABN can go public","Dijsselbloem does not yet mean when ABN can go public.",0,"Dijsselbloem willen nog niet zeggen wanneer ABN wel naar beurs kunnen","thDijsselbloey do not yet say when Abn can go public","thDijsselbloey do not yet mean when Abn can go public .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"193",193,17355,"Consumenten besteden wederom meer. Hun vertrouwen stijgt ook wee","Consumers again spend more. Their confidence also increases","Consumers again spend more. Their confidence is also rising.",1,"Consument besteden wederom veel . hun vertrouwen stijgen ook wee","Consumers again spend more . they confidence also increase","Consumers again spend more . they confidence be also rise .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"194",194,17403,"Griekse minister: we hebben het geld niet voor volgende IMF-beta","Griekse minister: we hebben het geld niet voor volgende IMF-beta","Greek Minister: We dont have the money for next IMF beta",-1,"Grieks minister : we hebben het gellen niet voor volgennen IMF-beta","Griekse minister : we hebben het geld niet voor volgende IMF - beta","greek Minister : we do not have the money for next IMF beta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"195",195,17825,"Griekenland en schuldeisers: meer onderhandelingen nodig","Greece and creditors: more negotiations needed","Greece and creditors: more negotiations needed",-1,"Griekenland en schuldeiser : veel onderhandeling nodig","Greece and creditor : more negotiation need","Greece and creditor : more negotiation need",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"196",196,18203,"Duizenden banen weg bij Air France ","Duizenden banen weg bij Air France ","Thousands of jobs away from Air France",-1,"duizend ban weg bij Air France","Duizenden banen weg bij Air France","thousand of job away from Air France",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",197,20099,"Gesprekken met Griekenland weer zonder resultaat afgebroken","Conversations with Greece were interrupted again without result","Discussions with Greece again unsuccessfully broken off.",-1,"gesprek met Griekenland weer zonder resultaat afgebreken","conversation with Greece be interrupt again without result","discussion with Greece again unsuccessfully break off .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"198",198,24207,"DAF verhoogt productie met extra personeel","DAF increases production with extra staff","DAF increases production with additional personnel",1,"Daf verhooggen productie met extra personeel","Daf increase production with extra staff","Daf increase production with additional personnel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199",199,25057,"Best Buy schrapt 1500 banen","Best Buy scrapes 1500 jobs","Best Buy deletes 1500 jobs",-1,"best Buy schrappen 1500 ban","best buy scrape 1500 job","best buy delete 1500 job",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,2,1,2,0,0,0,0,0,0,0,0,0
"200",200,25859,"Meer faillissementen in maart","More bankruptcies in March","More bankruptcies in March",-1,"veel faillissement in maart","more bankruptcy in March","more bankruptcy in March",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"201",201,27865,"Kansen in Duits vastgoed","Opportunities in German real estate","Opportunities in German real estate",1,"kans in Duits vastgoed","opportunity in german real estate","opportunity in german real estate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0
"202",202,30387,"Optimisme over belastingen","Optimism about taxes","Optimism about taxes",1,"Optimisme over belasting","Optimism about tax","Optimism about tax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"203",203,31787,"Dubbelfout bij crisistaks","Double error with crisis tax","Double fault in crisis tax",-1,"Dubbelfout bij crisistaks","double error with crisis tax","double fault in crisis tax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,2,0,2,3,0,3,0,0,4,0,4,0,1,0,0,0,1,0,0
"204",204,33737,"Uitgaven consumenten nemen verder toe","Consumer spending continues to rise","Expenditure by consumers continues to rise",1,"uitgaaf consument nemen verder toe","consumer spend continue to rise","Expenditure by consumer continue to rise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",205,33933,"Flinke stijging export Japan","Substantial increase in Japans exports","Substantial increase in exports from Japan",1,"flink stijging export Japan","substantial increase in Japans export","substantial increase in export from Japan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206",206,35327,"Inflatie daalt naar 0 procent: moeten we daar wel of niet blij m","Inflation falls to 0 percent: should we be happy or not?","Inflation declines to 0 percent: Should we or should we not be happy there?",0,"Inflatie dalen naar 0 procent : moeten we daar wel of niet blij m","inflation fall to 0 percent : should we be happy or not ?","inflation decline to 0 percent : should we or should we not be happy there ?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,2,1,2,1,0,0,0,1,0,0,0
"207",207,36159,"Heijmans in het rood door bouwmalaise","Heijmans in red due to construction malaise","Heijmans in red due to building malaise",-1,"Heijmans in het rood door bouwmalaise","Heijmans in red due to construction malaise","Heijmans in red due to building malaise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208",208,39853,"IMF schetst zwart scenario voor Griekenland","IMF outlines black scenario for Greece","IMF outlines black scenario for Greece",-1,"IMF schetsen zwart scenario voor Griekenland","Imf outlines black scenario for Greece","Imf outlines black scenario for Greece",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209",209,40067,"82 werknemers weg bij crÌÄå¬ches door signalen bij screening","82 werknemers weg bij crÌÄå¬ches door signalen bij screening","82 employees away from crches by signals at screening",-1,"82 werknemer weg bij crÌÄå¬ches door signaal bij screening","82 werknemer weg bij crÌÄå ¬ ch door signalen bij screening","82 employee away from crch by signals at screening",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210",210,41177,"Griekenland op 5 juni bankroet","Greece bankrupt on June 5","Greece went bankrupt on 5 June.",-1,"Griekenland op 5 juni bankroet","Greece bankruep on June 5","Greece go bankrupt on 5 June .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"211",211,43227,"De bal ligt bij het Griekse volk","The ball is with the Greek people","The ball is in the court of the Greek people",0,"de bal liggen bij het Grieks volk","the ball be with the greek people","the ball be in the court of the greek people",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"212",212,43757,"Griekenland officieel in gebreke bij IMF","Greece officially in default at IMF","Greece officially in default of IMF",-1,"Griekenland officieel in gebreke bij IMF","Greece officially in default at IMF","Greece officially in default of IMF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"213",213,148571779,"Obligaties goed spreiden","Spread bonds well","Spreading bonds well",0,"Obligatie goed spreiden","spread bond well","spread bond well",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"214",214,148571912,"Een muur van zorgen","A wall of worry","A wall of worries",-1,"een muur van zorg","a wall of worry","a wall of worrie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
"215",215,148572055,"Pensioenspaarders zijn net konijnen; Erica antwoordt","Pension savers are just like rabbits; Erica answers","Pension savers are like rabbits; Erica replies",0,"Pensioenspaarder zijn net konijn ; Erica antwoordt","Pension saver be just like rabbit ; Erica answer","Pension saver be like rabbit ; Erica reply",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0
"216",216,148572080,"Over drie jaar kijkt Asscher of de flexwet echt werkt","In three years time Asscher will see if the flex act really works","In three years time, Asscher will check whether the flex law really works.",0,"over drie jaar kijken Asscher of de flexwet echt werken","in three year 's time Asscher will see if the flex act really work","in three year time , Asscher will check whether the flex law really work .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"217",217,148572304,"Opeens waren ze blut bij de Riagg","Suddenly they were broke at the Riagg","Suddenly they were broke with the Riagg",-1,"opeens zijn ze blutten bij de Riagg","suddenly they be break at the Riagg","suddenly they be break with the Riagg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"218",218,148572309,"Pinautomaat van de staat","State ATM","State ATM",0,"Pinautomaat van de staat","State atm","State atm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219",219,148572371,"Ondernemers, daar is wat te halen","Entrepreneurs, there is something to be gained","Entrepreneurs, theres something to get there",1,"Ondernemer , daar zijn wat te halen","Entrepreneurs , there be something to be gaine","Entrepreneurs , there be something to get there",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"220",220,148572607,"Opwaartse spiraal","Ascending spiral","Upward spiral",1,"Opwaarts spiraal","Ascending spiral","Upward spiral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"221",221,148572626,"[Bankroet Amsterdam. Het aantal bedrijven dat faill...]*","[Bankrupt Amsterdam. The number of companies that go bankrupt ...] *","[Bankruptcy Amsterdam. The number of companies that went bankrupt...]*",-1,"[ Bankroet Amsterdam . het aantal bedrijf dat faill ... ] *","[ bankrupt Amsterdam . the number of company that go bankrupt ... ] *","[ bankruptcy Amsterdam . the number of company that go bankrupt ... ] *",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,2,0,2,0,1,2,1,2,0,0,0,0,0,0,0,0
